,hour,updated_type,updated_subtype,binned_latitude,binned_longitude,alert_counts
155,00:00,Accident,Minor,41.87,-87.76,2
156,00:00,Accident,Minor,41.87,-87.75,1
157,00:00,Accident,Minor,41.87,-87.71,1
158,00:00,Accident,Minor,41.87,-87.7,2
159,00:00,Accident,Minor,41.87,-87.69,1
160,00:00,Accident,Minor,41.87,-87.68,1
161,00:00,Accident,Minor,41.87,-87.65,5
162,00:00,Accident,Minor,41.87,-87.62,3
163,00:00,Accident,Minor,41.88,-87.65,2
164,00:00,Accident,Minor,41.88,-87.63,3
165,00:00,Accident,Minor,41.89,-87.78,1
166,00:00,Accident,Minor,41.89,-87.74,1
167,00:00,Accident,Minor,41.89,-87.67,1
168,00:00,Accident,Minor,41.89,-87.66,3
169,00:00,Accident,Minor,41.89,-87.64,2
170,00:00,Accident,Minor,41.89,-87.63,1
171,00:00,Accident,Minor,41.89,-87.62,1
172,00:00,Accident,Minor,41.9,-87.67,2
173,00:00,Accident,Minor,41.9,-87.63,1
174,00:00,Accident,Minor,41.91,-87.69,1
175,00:00,Accident,Minor,41.91,-87.68,1
176,00:00,Accident,Minor,41.91,-87.67,4
177,00:00,Accident,Minor,41.91,-87.65,1
178,00:00,Accident,Minor,41.91,-87.64,1
179,00:00,Accident,Minor,41.91,-87.63,2
180,00:00,Accident,Minor,41.92,-87.81,1
181,00:00,Accident,Minor,41.92,-87.77,1
182,00:00,Accident,Minor,41.92,-87.73,2
183,00:00,Accident,Minor,41.92,-87.71,1
184,00:00,Accident,Minor,41.92,-87.7,1
185,00:00,Accident,Minor,41.92,-87.69,2
186,00:00,Accident,Minor,41.92,-87.68,2
187,00:00,Accident,Minor,41.92,-87.67,2
188,00:00,Accident,Minor,41.93,-87.84,1
189,00:00,Accident,Minor,41.93,-87.68,1
190,00:00,Accident,Minor,41.93,-87.67,1
191,00:00,Accident,Minor,41.94,-87.8,1
192,00:00,Accident,Minor,41.94,-87.76,1
193,00:00,Accident,Minor,41.94,-87.73,1
194,00:00,Accident,Minor,41.94,-87.72,3
195,00:00,Accident,Minor,41.95,-87.84,1
196,00:00,Accident,Minor,41.95,-87.74,6
197,00:00,Accident,Minor,41.95,-87.73,3
198,00:00,Accident,Minor,41.95,-87.65,3
199,00:00,Accident,Minor,41.96,-87.88,1
200,00:00,Accident,Minor,41.96,-87.76,2
201,00:00,Accident,Minor,41.96,-87.75,3
202,00:00,Accident,Minor,41.96,-87.74,1
203,00:00,Accident,Minor,41.96,-87.69,1
204,00:00,Accident,Minor,41.96,-87.68,2
205,00:00,Accident,Minor,41.96,-87.65,1
206,00:00,Accident,Minor,41.97,-87.77,4
207,00:00,Accident,Minor,41.97,-87.75,1
208,00:00,Accident,Minor,41.97,-87.67,1
209,00:00,Accident,Minor,41.97,-87.66,2
210,00:00,Accident,Minor,41.98,-87.85,1
211,00:00,Accident,Minor,41.98,-87.83,1
212,00:00,Accident,Minor,41.98,-87.82,2
213,00:00,Accident,Minor,41.98,-87.81,1
214,00:00,Accident,Minor,41.98,-87.8,3
215,00:00,Accident,Minor,41.98,-87.79,1
216,00:00,Accident,Minor,41.98,-87.73,1
217,00:00,Accident,Minor,41.98,-87.67,2
218,00:00,Accident,Minor,41.98,-87.66,1
219,00:00,Accident,Minor,41.99,-87.76,1
220,00:00,Accident,Minor,41.99,-87.7,1
221,00:00,Accident,Minor,41.99,-87.68,1
222,00:00,Accident,Minor,41.99,-87.67,1
223,00:00,Accident,Unclassified,41.64,-87.58,1
224,00:00,Accident,Unclassified,41.65,-87.62,1
225,00:00,Accident,Unclassified,41.65,-87.59,4
226,00:00,Accident,Unclassified,41.66,-87.6,3
227,00:00,Accident,Unclassified,41.66,-87.59,2
228,00:00,Accident,Unclassified,41.67,-87.6,2
229,00:00,Accident,Unclassified,41.68,-87.67,2
230,00:00,Accident,Unclassified,41.68,-87.63,1
231,00:00,Accident,Unclassified,41.69,-87.69,1
232,00:00,Accident,Unclassified,41.69,-87.61,1
233,00:00,Accident,Unclassified,41.69,-87.6,4
234,00:00,Accident,Unclassified,41.7,-87.67,1
235,00:00,Accident,Unclassified,41.7,-87.66,1
236,00:00,Accident,Unclassified,41.7,-87.6,1
237,00:00,Accident,Unclassified,41.7,-87.59,1
238,00:00,Accident,Unclassified,41.7,-87.57,1
239,00:00,Accident,Unclassified,41.71,-87.66,3
240,00:00,Accident,Unclassified,41.71,-87.65,1
241,00:00,Accident,Unclassified,41.71,-87.63,4
242,00:00,Accident,Unclassified,41.71,-87.62,4
243,00:00,Accident,Unclassified,41.71,-87.61,2
244,00:00,Accident,Unclassified,41.71,-87.6,2
245,00:00,Accident,Unclassified,41.71,-87.59,4
246,00:00,Accident,Unclassified,41.72,-87.65,1
247,00:00,Accident,Unclassified,41.72,-87.63,13
248,00:00,Accident,Unclassified,41.72,-87.62,1
249,00:00,Accident,Unclassified,41.72,-87.59,2
250,00:00,Accident,Unclassified,41.72,-87.58,3
251,00:00,Accident,Unclassified,41.73,-87.73,2
252,00:00,Accident,Unclassified,41.73,-87.69,1
253,00:00,Accident,Unclassified,41.73,-87.66,1
254,00:00,Accident,Unclassified,41.73,-87.65,1
255,00:00,Accident,Unclassified,41.73,-87.63,9
256,00:00,Accident,Unclassified,41.73,-87.62,1
257,00:00,Accident,Unclassified,41.73,-87.59,1
258,00:00,Accident,Unclassified,41.73,-87.57,1
259,00:00,Accident,Unclassified,41.74,-87.75,2
260,00:00,Accident,Unclassified,41.74,-87.74,3
261,00:00,Accident,Unclassified,41.74,-87.73,1
262,00:00,Accident,Unclassified,41.74,-87.63,3
263,00:00,Accident,Unclassified,41.74,-87.59,1
264,00:00,Accident,Unclassified,41.75,-87.63,11
265,00:00,Accident,Unclassified,41.75,-87.62,1
266,00:00,Accident,Unclassified,41.75,-87.6,1
267,00:00,Accident,Unclassified,41.75,-87.59,1
268,00:00,Accident,Unclassified,41.76,-87.73,1
269,00:00,Accident,Unclassified,41.76,-87.67,1
270,00:00,Accident,Unclassified,41.76,-87.66,1
271,00:00,Accident,Unclassified,41.76,-87.63,15
272,00:00,Accident,Unclassified,41.76,-87.59,2
273,00:00,Accident,Unclassified,41.76,-87.58,1
274,00:00,Accident,Unclassified,41.76,-87.57,2
275,00:00,Accident,Unclassified,41.77,-87.75,3
276,00:00,Accident,Unclassified,41.77,-87.73,1
277,00:00,Accident,Unclassified,41.77,-87.7,3
278,00:00,Accident,Unclassified,41.77,-87.69,1
279,00:00,Accident,Unclassified,41.77,-87.68,1
280,00:00,Accident,Unclassified,41.77,-87.67,1
281,00:00,Accident,Unclassified,41.77,-87.66,2
282,00:00,Accident,Unclassified,41.77,-87.64,6
283,00:00,Accident,Unclassified,41.77,-87.63,3
284,00:00,Accident,Unclassified,41.77,-87.62,2
285,00:00,Accident,Unclassified,41.77,-87.61,1
286,00:00,Accident,Unclassified,41.77,-87.6,1
287,00:00,Accident,Unclassified,41.77,-87.59,1
288,00:00,Accident,Unclassified,41.77,-87.58,2
289,00:00,Accident,Unclassified,41.78,-87.74,1
290,00:00,Accident,Unclassified,41.78,-87.71,1
291,00:00,Accident,Unclassified,41.78,-87.68,1
292,00:00,Accident,Unclassified,41.78,-87.65,1
293,00:00,Accident,Unclassified,41.78,-87.64,11
294,00:00,Accident,Unclassified,41.78,-87.59,1
295,00:00,Accident,Unclassified,41.78,-87.58,2
296,00:00,Accident,Unclassified,41.79,-87.81,3
297,00:00,Accident,Unclassified,41.79,-87.79,1
298,00:00,Accident,Unclassified,41.79,-87.75,1
299,00:00,Accident,Unclassified,41.79,-87.73,2
300,00:00,Accident,Unclassified,41.79,-87.69,2
301,00:00,Accident,Unclassified,41.79,-87.66,1
302,00:00,Accident,Unclassified,41.79,-87.65,1
303,00:00,Accident,Unclassified,41.79,-87.64,7
304,00:00,Accident,Unclassified,41.79,-87.63,2
305,00:00,Accident,Unclassified,41.8,-87.75,2
306,00:00,Accident,Unclassified,41.8,-87.74,1
307,00:00,Accident,Unclassified,41.8,-87.73,1
308,00:00,Accident,Unclassified,41.8,-87.72,1
309,00:00,Accident,Unclassified,41.8,-87.71,3
310,00:00,Accident,Unclassified,41.8,-87.69,1
311,00:00,Accident,Unclassified,41.8,-87.68,2
312,00:00,Accident,Unclassified,41.8,-87.64,6
313,00:00,Accident,Unclassified,41.8,-87.61,2
314,00:00,Accident,Unclassified,41.8,-87.6,1
315,00:00,Accident,Unclassified,41.8,-87.59,4
316,00:00,Accident,Unclassified,41.81,-87.76,4
317,00:00,Accident,Unclassified,41.81,-87.75,6
318,00:00,Accident,Unclassified,41.81,-87.74,2
319,00:00,Accident,Unclassified,41.81,-87.73,3
320,00:00,Accident,Unclassified,41.81,-87.71,1
321,00:00,Accident,Unclassified,41.81,-87.69,2
322,00:00,Accident,Unclassified,41.81,-87.67,1
323,00:00,Accident,Unclassified,41.81,-87.64,5
324,00:00,Accident,Unclassified,41.81,-87.63,1
325,00:00,Accident,Unclassified,41.81,-87.61,2
326,00:00,Accident,Unclassified,41.81,-87.6,1
327,00:00,Accident,Unclassified,41.82,-87.75,2
328,00:00,Accident,Unclassified,41.82,-87.74,5
329,00:00,Accident,Unclassified,41.82,-87.73,6
330,00:00,Accident,Unclassified,41.82,-87.72,2
331,00:00,Accident,Unclassified,41.82,-87.71,3
332,00:00,Accident,Unclassified,41.82,-87.69,3
333,00:00,Accident,Unclassified,41.82,-87.64,8
334,00:00,Accident,Unclassified,41.82,-87.63,1
335,00:00,Accident,Unclassified,41.82,-87.61,1
336,00:00,Accident,Unclassified,41.82,-87.6,1
337,00:00,Accident,Unclassified,41.83,-87.71,1
338,00:00,Accident,Unclassified,41.83,-87.7,3
339,00:00,Accident,Unclassified,41.83,-87.69,3
340,00:00,Accident,Unclassified,41.83,-87.68,4
341,00:00,Accident,Unclassified,41.83,-87.67,2
342,00:00,Accident,Unclassified,41.83,-87.64,9
343,00:00,Accident,Unclassified,41.83,-87.62,2
344,00:00,Accident,Unclassified,41.83,-87.61,2
345,00:00,Accident,Unclassified,41.84,-87.74,2
346,00:00,Accident,Unclassified,41.84,-87.7,2
347,00:00,Accident,Unclassified,41.84,-87.69,1
348,00:00,Accident,Unclassified,41.84,-87.66,10
349,00:00,Accident,Unclassified,41.84,-87.65,10
350,00:00,Accident,Unclassified,41.84,-87.64,14
351,00:00,Accident,Unclassified,41.84,-87.63,5
352,00:00,Accident,Unclassified,41.84,-87.62,7
353,00:00,Accident,Unclassified,41.85,-87.71,1
354,00:00,Accident,Unclassified,41.85,-87.66,2
355,00:00,Accident,Unclassified,41.85,-87.65,17
356,00:00,Accident,Unclassified,41.85,-87.64,5
357,00:00,Accident,Unclassified,41.85,-87.63,5
358,00:00,Accident,Unclassified,41.85,-87.62,8
359,00:00,Accident,Unclassified,41.86,-87.77,2
360,00:00,Accident,Unclassified,41.86,-87.74,1
361,00:00,Accident,Unclassified,41.86,-87.7,1
362,00:00,Accident,Unclassified,41.86,-87.69,2
363,00:00,Accident,Unclassified,41.86,-87.67,2
364,00:00,Accident,Unclassified,41.86,-87.65,22
365,00:00,Accident,Unclassified,41.86,-87.63,3
366,00:00,Accident,Unclassified,41.86,-87.62,8
367,00:00,Accident,Unclassified,41.87,-87.78,5
368,00:00,Accident,Unclassified,41.87,-87.77,8
369,00:00,Accident,Unclassified,41.87,-87.76,3
370,00:00,Accident,Unclassified,41.87,-87.75,7
371,00:00,Accident,Unclassified,41.87,-87.74,5
372,00:00,Accident,Unclassified,41.87,-87.73,8
373,00:00,Accident,Unclassified,41.87,-87.72,3
374,00:00,Accident,Unclassified,41.87,-87.71,5
375,00:00,Accident,Unclassified,41.87,-87.7,3
376,00:00,Accident,Unclassified,41.87,-87.69,2
377,00:00,Accident,Unclassified,41.87,-87.68,6
378,00:00,Accident,Unclassified,41.87,-87.67,3
379,00:00,Accident,Unclassified,41.87,-87.66,8
380,00:00,Accident,Unclassified,41.87,-87.65,25
381,00:00,Accident,Unclassified,41.87,-87.64,1
382,00:00,Accident,Unclassified,41.87,-87.63,2
383,00:00,Accident,Unclassified,41.87,-87.62,7
384,00:00,Accident,Unclassified,41.88,-87.77,2
385,00:00,Accident,Unclassified,41.88,-87.76,1
386,00:00,Accident,Unclassified,41.88,-87.75,2
387,00:00,Accident,Unclassified,41.88,-87.74,1
388,00:00,Accident,Unclassified,41.88,-87.73,1
389,00:00,Accident,Unclassified,41.88,-87.71,3
390,00:00,Accident,Unclassified,41.88,-87.68,1
391,00:00,Accident,Unclassified,41.88,-87.67,3
392,00:00,Accident,Unclassified,41.88,-87.66,2
393,00:00,Accident,Unclassified,41.88,-87.65,18
394,00:00,Accident,Unclassified,41.88,-87.64,5
395,00:00,Accident,Unclassified,41.88,-87.63,8
396,00:00,Accident,Unclassified,41.88,-87.62,8
397,00:00,Accident,Unclassified,41.89,-87.73,2
398,00:00,Accident,Unclassified,41.89,-87.72,1
399,00:00,Accident,Unclassified,41.89,-87.71,1
400,00:00,Accident,Unclassified,41.89,-87.7,1
401,00:00,Accident,Unclassified,41.89,-87.69,2
402,00:00,Accident,Unclassified,41.89,-87.68,1
403,00:00,Accident,Unclassified,41.89,-87.67,2
404,00:00,Accident,Unclassified,41.89,-87.66,18
405,00:00,Accident,Unclassified,41.89,-87.65,13
406,00:00,Accident,Unclassified,41.89,-87.64,7
407,00:00,Accident,Unclassified,41.89,-87.63,7
408,00:00,Accident,Unclassified,41.89,-87.62,18
409,00:00,Accident,Unclassified,41.9,-87.74,1
410,00:00,Accident,Unclassified,41.9,-87.72,1
411,00:00,Accident,Unclassified,41.9,-87.71,1
412,00:00,Accident,Unclassified,41.9,-87.7,1
413,00:00,Accident,Unclassified,41.9,-87.69,2
414,00:00,Accident,Unclassified,41.9,-87.68,1
415,00:00,Accident,Unclassified,41.9,-87.67,11
416,00:00,Accident,Unclassified,41.9,-87.66,1
417,00:00,Accident,Unclassified,41.9,-87.65,2
418,00:00,Accident,Unclassified,41.9,-87.64,2
419,00:00,Accident,Unclassified,41.9,-87.63,20
420,00:00,Accident,Unclassified,41.9,-87.62,3
421,00:00,Accident,Unclassified,41.91,-87.75,2
422,00:00,Accident,Unclassified,41.91,-87.73,2
423,00:00,Accident,Unclassified,41.91,-87.72,1
424,00:00,Accident,Unclassified,41.91,-87.71,2
425,00:00,Accident,Unclassified,41.91,-87.69,2
426,00:00,Accident,Unclassified,41.91,-87.68,10
427,00:00,Accident,Unclassified,41.91,-87.67,12
428,00:00,Accident,Unclassified,41.91,-87.66,5
429,00:00,Accident,Unclassified,41.91,-87.65,3
430,00:00,Accident,Unclassified,41.91,-87.63,9
431,00:00,Accident,Unclassified,41.92,-87.81,4
432,00:00,Accident,Unclassified,41.92,-87.79,1
433,00:00,Accident,Unclassified,41.92,-87.77,2
434,00:00,Accident,Unclassified,41.92,-87.76,1
435,00:00,Accident,Unclassified,41.92,-87.75,4
436,00:00,Accident,Unclassified,41.92,-87.73,2
437,00:00,Accident,Unclassified,41.92,-87.71,2
438,00:00,Accident,Unclassified,41.92,-87.7,7
439,00:00,Accident,Unclassified,41.92,-87.69,10
440,00:00,Accident,Unclassified,41.92,-87.68,7
441,00:00,Accident,Unclassified,41.92,-87.67,7
442,00:00,Accident,Unclassified,41.92,-87.65,4
443,00:00,Accident,Unclassified,41.92,-87.64,8
444,00:00,Accident,Unclassified,41.93,-87.84,1
445,00:00,Accident,Unclassified,41.93,-87.81,3
446,00:00,Accident,Unclassified,41.93,-87.79,1
447,00:00,Accident,Unclassified,41.93,-87.78,2
448,00:00,Accident,Unclassified,41.93,-87.77,1
449,00:00,Accident,Unclassified,41.93,-87.76,1
450,00:00,Accident,Unclassified,41.93,-87.75,3
451,00:00,Accident,Unclassified,41.93,-87.73,1
452,00:00,Accident,Unclassified,41.93,-87.72,1
453,00:00,Accident,Unclassified,41.93,-87.71,9
454,00:00,Accident,Unclassified,41.93,-87.7,6
455,00:00,Accident,Unclassified,41.93,-87.68,2
456,00:00,Accident,Unclassified,41.93,-87.67,1
457,00:00,Accident,Unclassified,41.93,-87.66,1
458,00:00,Accident,Unclassified,41.93,-87.65,5
459,00:00,Accident,Unclassified,41.93,-87.64,1
460,00:00,Accident,Unclassified,41.94,-87.81,1
461,00:00,Accident,Unclassified,41.94,-87.79,1
462,00:00,Accident,Unclassified,41.94,-87.75,3
463,00:00,Accident,Unclassified,41.94,-87.73,4
464,00:00,Accident,Unclassified,41.94,-87.72,9
465,00:00,Accident,Unclassified,41.94,-87.71,5
466,00:00,Accident,Unclassified,41.94,-87.69,5
467,00:00,Accident,Unclassified,41.94,-87.68,1
468,00:00,Accident,Unclassified,41.94,-87.67,1
469,00:00,Accident,Unclassified,41.94,-87.66,2
470,00:00,Accident,Unclassified,41.94,-87.65,6
471,00:00,Accident,Unclassified,41.94,-87.64,1
472,00:00,Accident,Unclassified,41.95,-87.84,3
473,00:00,Accident,Unclassified,41.95,-87.8,3
474,00:00,Accident,Unclassified,41.95,-87.79,2
475,00:00,Accident,Unclassified,41.95,-87.76,1
476,00:00,Accident,Unclassified,41.95,-87.75,3
477,00:00,Accident,Unclassified,41.95,-87.74,5
478,00:00,Accident,Unclassified,41.95,-87.73,8
479,00:00,Accident,Unclassified,41.95,-87.72,1
480,00:00,Accident,Unclassified,41.95,-87.71,1
481,00:00,Accident,Unclassified,41.95,-87.7,1
482,00:00,Accident,Unclassified,41.95,-87.69,3
483,00:00,Accident,Unclassified,41.95,-87.65,6
484,00:00,Accident,Unclassified,41.96,-87.77,1
485,00:00,Accident,Unclassified,41.96,-87.76,11
486,00:00,Accident,Unclassified,41.96,-87.75,5
487,00:00,Accident,Unclassified,41.96,-87.73,2
488,00:00,Accident,Unclassified,41.96,-87.72,3
489,00:00,Accident,Unclassified,41.96,-87.7,3
490,00:00,Accident,Unclassified,41.96,-87.69,3
491,00:00,Accident,Unclassified,41.96,-87.68,1
492,00:00,Accident,Unclassified,41.96,-87.67,2
493,00:00,Accident,Unclassified,41.96,-87.66,1
494,00:00,Accident,Unclassified,41.96,-87.65,1
495,00:00,Accident,Unclassified,41.97,-87.91,1
496,00:00,Accident,Unclassified,41.97,-87.9,1
497,00:00,Accident,Unclassified,41.97,-87.88,2
498,00:00,Accident,Unclassified,41.97,-87.79,1
499,00:00,Accident,Unclassified,41.97,-87.78,7
500,00:00,Accident,Unclassified,41.97,-87.77,11
501,00:00,Accident,Unclassified,41.97,-87.76,2
502,00:00,Accident,Unclassified,41.97,-87.75,8
503,00:00,Accident,Unclassified,41.97,-87.74,2
504,00:00,Accident,Unclassified,41.97,-87.71,3
505,00:00,Accident,Unclassified,41.97,-87.69,4
506,00:00,Accident,Unclassified,41.97,-87.68,1
507,00:00,Accident,Unclassified,41.97,-87.66,3
508,00:00,Accident,Unclassified,41.97,-87.65,2
509,00:00,Accident,Unclassified,41.98,-87.85,1
510,00:00,Accident,Unclassified,41.98,-87.84,1
511,00:00,Accident,Unclassified,41.98,-87.83,1
512,00:00,Accident,Unclassified,41.98,-87.82,8
513,00:00,Accident,Unclassified,41.98,-87.81,4
514,00:00,Accident,Unclassified,41.98,-87.8,14
515,00:00,Accident,Unclassified,41.98,-87.79,5
516,00:00,Accident,Unclassified,41.98,-87.78,2
517,00:00,Accident,Unclassified,41.98,-87.77,1
518,00:00,Accident,Unclassified,41.98,-87.76,4
519,00:00,Accident,Unclassified,41.98,-87.75,4
520,00:00,Accident,Unclassified,41.98,-87.71,5
521,00:00,Accident,Unclassified,41.98,-87.69,1
522,00:00,Accident,Unclassified,41.98,-87.66,6
523,00:00,Accident,Unclassified,41.99,-87.89,1
524,00:00,Accident,Unclassified,41.99,-87.81,1
525,00:00,Accident,Unclassified,41.99,-87.79,4
526,00:00,Accident,Unclassified,41.99,-87.77,1
527,00:00,Accident,Unclassified,41.99,-87.76,1
528,00:00,Accident,Unclassified,41.99,-87.75,3
529,00:00,Accident,Unclassified,41.99,-87.73,2
530,00:00,Accident,Unclassified,41.99,-87.71,6
531,00:00,Accident,Unclassified,41.99,-87.7,6
532,00:00,Accident,Unclassified,41.99,-87.69,5
533,00:00,Accident,Unclassified,41.99,-87.68,4
534,00:00,Accident,Unclassified,41.99,-87.67,2
535,00:00,Accident,Unclassified,41.99,-87.66,1
