,hour,updated_type,updated_subtype,binned_latitude,binned_longitude,alert_counts
22292,11:00,Hazard,Shoulder,41.96,-87.75,77
22293,11:00,Hazard,Shoulder,41.96,-87.69,1
22294,11:00,Hazard,Shoulder,41.96,-87.67,1
22295,11:00,Hazard,Shoulder,41.96,-87.66,1
22296,11:00,Hazard,Shoulder,41.96,-87.65,3
22297,11:00,Hazard,Shoulder,41.97,-87.89,6
22298,11:00,Hazard,Shoulder,41.97,-87.88,7
22299,11:00,Hazard,Shoulder,41.97,-87.79,1
22300,11:00,Hazard,Shoulder,41.97,-87.78,55
22301,11:00,Hazard,Shoulder,41.97,-87.77,28
22302,11:00,Hazard,Shoulder,41.97,-87.76,4
22303,11:00,Hazard,Shoulder,41.97,-87.75,44
22304,11:00,Hazard,Shoulder,41.97,-87.73,2
22305,11:00,Hazard,Shoulder,41.97,-87.72,1
22306,11:00,Hazard,Shoulder,41.97,-87.7,1
22307,11:00,Hazard,Shoulder,41.97,-87.69,1
22308,11:00,Hazard,Shoulder,41.97,-87.66,3
22309,11:00,Hazard,Shoulder,41.97,-87.65,3
22310,11:00,Hazard,Shoulder,41.98,-87.91,1
22311,11:00,Hazard,Shoulder,41.98,-87.9,9
22312,11:00,Hazard,Shoulder,41.98,-87.89,1
22313,11:00,Hazard,Shoulder,41.98,-87.88,10
22314,11:00,Hazard,Shoulder,41.98,-87.86,4
22315,11:00,Hazard,Shoulder,41.98,-87.85,12
22316,11:00,Hazard,Shoulder,41.98,-87.84,39
22317,11:00,Hazard,Shoulder,41.98,-87.83,30
22318,11:00,Hazard,Shoulder,41.98,-87.82,13
22319,11:00,Hazard,Shoulder,41.98,-87.81,33
22320,11:00,Hazard,Shoulder,41.98,-87.8,39
22321,11:00,Hazard,Shoulder,41.98,-87.79,35
22322,11:00,Hazard,Shoulder,41.98,-87.78,1
22323,11:00,Hazard,Shoulder,41.98,-87.76,35
22324,11:00,Hazard,Shoulder,41.98,-87.75,15
22325,11:00,Hazard,Shoulder,41.98,-87.67,3
22326,11:00,Hazard,Shoulder,41.98,-87.66,19
22327,11:00,Hazard,Shoulder,41.99,-87.89,3
22328,11:00,Hazard,Shoulder,41.99,-87.78,1
22329,11:00,Hazard,Shoulder,41.99,-87.76,26
22330,11:00,Hazard,Shoulder,41.99,-87.75,4
22331,11:00,Hazard,Shoulder,41.99,-87.73,3
22332,11:00,Hazard,Shoulder,41.99,-87.72,1
22333,11:00,Hazard,Shoulder,41.99,-87.71,1
22334,11:00,Hazard,Shoulder,41.99,-87.7,1
22335,11:00,Hazard,Shoulder,41.99,-87.69,8
22336,11:00,Hazard,Shoulder,41.99,-87.68,1
22337,11:00,Hazard,Shoulder,41.99,-87.67,2
22338,11:00,Hazard,Shoulder,41.99,-87.66,6
22339,11:00,Hazard,Shoulder,42.0,-87.94,1
22340,11:00,Hazard,Shoulder,42.0,-87.92,1
22341,11:00,Hazard,Shoulder,42.0,-87.67,1
22342,11:00,Hazard,Unclassified,41.67,-87.61,1
22343,11:00,Hazard,Unclassified,41.69,-87.72,1
22344,11:00,Hazard,Unclassified,41.69,-87.6,1
22345,11:00,Hazard,Unclassified,41.7,-87.6,5
22346,11:00,Hazard,Unclassified,41.7,-87.59,1
22347,11:00,Hazard,Unclassified,41.71,-87.62,1
22348,11:00,Hazard,Unclassified,41.71,-87.61,1
22349,11:00,Hazard,Unclassified,41.73,-87.63,1
22350,11:00,Hazard,Unclassified,41.77,-87.64,2
22351,11:00,Hazard,Unclassified,41.77,-87.63,1
22352,11:00,Hazard,Unclassified,41.78,-87.64,3
22353,11:00,Hazard,Unclassified,41.79,-87.64,1
22354,11:00,Hazard,Unclassified,41.8,-87.64,3
22355,11:00,Hazard,Unclassified,41.81,-87.64,1
22356,11:00,Hazard,Unclassified,41.81,-87.63,1
22357,11:00,Hazard,Unclassified,41.82,-87.64,4
22358,11:00,Hazard,Unclassified,41.82,-87.6,1
22359,11:00,Hazard,Unclassified,41.83,-87.69,1
22360,11:00,Hazard,Unclassified,41.83,-87.64,1
22361,11:00,Hazard,Unclassified,41.84,-87.64,3
22362,11:00,Hazard,Unclassified,41.84,-87.63,1
22363,11:00,Hazard,Unclassified,41.85,-87.64,1
22364,11:00,Hazard,Unclassified,41.86,-87.77,3
22365,11:00,Hazard,Unclassified,41.87,-87.77,1
22366,11:00,Hazard,Unclassified,41.87,-87.66,1
22367,11:00,Hazard,Unclassified,41.93,-87.67,1
22368,11:00,Hazard,Unclassified,41.94,-87.82,1
22369,11:00,Hazard,Unclassified,41.95,-87.73,2
22370,11:00,Hazard,Unclassified,41.96,-87.78,1
22371,11:00,Hazard,Unclassified,41.97,-87.83,2
22372,11:00,Hazard,Unclassified,41.98,-87.82,6
22373,11:00,Hazard,Unclassified,41.99,-87.82,4
22374,11:00,Hazard,Weather,41.64,-87.56,1
22375,11:00,Hazard,Weather,41.65,-87.62,1
22376,11:00,Hazard,Weather,41.65,-87.61,1
22377,11:00,Hazard,Weather,41.65,-87.59,23
22378,11:00,Hazard,Weather,41.65,-87.58,4
22379,11:00,Hazard,Weather,41.65,-87.57,2
22380,11:00,Hazard,Weather,41.66,-87.6,10
22381,11:00,Hazard,Weather,41.66,-87.59,5
22382,11:00,Hazard,Weather,41.66,-87.56,1
22383,11:00,Hazard,Weather,41.67,-87.6,3
22384,11:00,Hazard,Weather,41.68,-87.61,7
22385,11:00,Hazard,Weather,41.68,-87.6,1
22386,11:00,Hazard,Weather,41.68,-87.56,1
22387,11:00,Hazard,Weather,41.69,-87.62,1
22388,11:00,Hazard,Weather,41.69,-87.61,1
22389,11:00,Hazard,Weather,41.69,-87.6,7
22390,11:00,Hazard,Weather,41.69,-87.56,1
22391,11:00,Hazard,Weather,41.7,-87.68,1
22392,11:00,Hazard,Weather,41.7,-87.6,3
22393,11:00,Hazard,Weather,41.71,-87.67,1
22394,11:00,Hazard,Weather,41.71,-87.66,1
22395,11:00,Hazard,Weather,41.71,-87.61,1
22396,11:00,Hazard,Weather,41.71,-87.59,1
22397,11:00,Hazard,Weather,41.72,-87.68,1
22398,11:00,Hazard,Weather,41.72,-87.67,1
22399,11:00,Hazard,Weather,41.72,-87.66,1
22400,11:00,Hazard,Weather,41.72,-87.64,1
22401,11:00,Hazard,Weather,41.72,-87.63,1
22402,11:00,Hazard,Weather,41.72,-87.59,3
22403,11:00,Hazard,Weather,41.73,-87.67,2
22404,11:00,Hazard,Weather,41.73,-87.65,1
22405,11:00,Hazard,Weather,41.74,-87.64,1
22406,11:00,Hazard,Weather,41.75,-87.59,1
22407,11:00,Hazard,Weather,41.75,-87.58,1
22408,11:00,Hazard,Weather,41.76,-87.63,3
22409,11:00,Hazard,Weather,41.77,-87.63,2
22410,11:00,Hazard,Weather,41.77,-87.59,6
22411,11:00,Hazard,Weather,41.78,-87.81,3
22412,11:00,Hazard,Weather,41.78,-87.78,1
22413,11:00,Hazard,Weather,41.78,-87.59,1
22414,11:00,Hazard,Weather,41.78,-87.58,4
22415,11:00,Hazard,Weather,41.79,-87.78,1
22416,11:00,Hazard,Weather,41.79,-87.76,1
22417,11:00,Hazard,Weather,41.79,-87.75,2
22418,11:00,Hazard,Weather,41.79,-87.64,1
22419,11:00,Hazard,Weather,41.79,-87.63,1
22420,11:00,Hazard,Weather,41.8,-87.72,1
22421,11:00,Hazard,Weather,41.8,-87.66,1
22422,11:00,Hazard,Weather,41.8,-87.64,4
22423,11:00,Hazard,Weather,41.8,-87.59,1
22424,11:00,Hazard,Weather,41.81,-87.75,1
22425,11:00,Hazard,Weather,41.81,-87.72,1
22426,11:00,Hazard,Weather,41.81,-87.65,2
22427,11:00,Hazard,Weather,41.81,-87.63,3
22428,11:00,Hazard,Weather,41.82,-87.73,1
22429,11:00,Hazard,Weather,41.82,-87.7,2
22430,11:00,Hazard,Weather,41.82,-87.66,2
22431,11:00,Hazard,Weather,41.82,-87.64,2
22432,11:00,Hazard,Weather,41.82,-87.63,1
22433,11:00,Hazard,Weather,41.82,-87.61,1
22434,11:00,Hazard,Weather,41.83,-87.7,4
22435,11:00,Hazard,Weather,41.83,-87.68,6
22436,11:00,Hazard,Weather,41.83,-87.67,1
22437,11:00,Hazard,Weather,41.83,-87.64,2
22438,11:00,Hazard,Weather,41.84,-87.69,1
22439,11:00,Hazard,Weather,41.84,-87.68,12
22440,11:00,Hazard,Weather,41.84,-87.67,2
22441,11:00,Hazard,Weather,41.84,-87.66,1
22442,11:00,Hazard,Weather,41.84,-87.65,6
22443,11:00,Hazard,Weather,41.84,-87.64,2
22444,11:00,Hazard,Weather,41.84,-87.62,1
22445,11:00,Hazard,Weather,41.85,-87.65,7
22446,11:00,Hazard,Weather,41.85,-87.63,2
22447,11:00,Hazard,Weather,41.85,-87.62,2
22448,11:00,Hazard,Weather,41.86,-87.74,2
22449,11:00,Hazard,Weather,41.86,-87.68,2
22450,11:00,Hazard,Weather,41.86,-87.67,1
22451,11:00,Hazard,Weather,41.86,-87.65,2
22452,11:00,Hazard,Weather,41.87,-87.74,1
22453,11:00,Hazard,Weather,41.87,-87.69,2
22454,11:00,Hazard,Weather,41.87,-87.67,5
22455,11:00,Hazard,Weather,41.87,-87.62,5
22456,11:00,Hazard,Weather,41.88,-87.78,1
22457,11:00,Hazard,Weather,41.88,-87.75,1
22458,11:00,Hazard,Weather,41.88,-87.7,1
22459,11:00,Hazard,Weather,41.88,-87.67,1
22460,11:00,Hazard,Weather,41.88,-87.65,4
22461,11:00,Hazard,Weather,41.88,-87.62,1
22462,11:00,Hazard,Weather,41.89,-87.71,1
22463,11:00,Hazard,Weather,41.89,-87.66,2
22464,11:00,Hazard,Weather,41.89,-87.63,1
22465,11:00,Hazard,Weather,41.89,-87.62,4
22466,11:00,Hazard,Weather,41.9,-87.74,1
22467,11:00,Hazard,Weather,41.9,-87.73,1
22468,11:00,Hazard,Weather,41.9,-87.63,16
22469,11:00,Hazard,Weather,41.91,-87.67,2
22470,11:00,Hazard,Weather,41.91,-87.63,7
22471,11:00,Hazard,Weather,41.92,-87.78,1
22472,11:00,Hazard,Weather,41.92,-87.72,1
22473,11:00,Hazard,Weather,41.92,-87.71,1
22474,11:00,Hazard,Weather,41.92,-87.68,1
22475,11:00,Hazard,Weather,41.92,-87.64,3
22476,11:00,Hazard,Weather,41.93,-87.91,1
22477,11:00,Hazard,Weather,41.93,-87.8,1
22478,11:00,Hazard,Weather,41.93,-87.74,1
22479,11:00,Hazard,Weather,41.93,-87.7,3
22480,11:00,Hazard,Weather,41.93,-87.69,1
22481,11:00,Hazard,Weather,41.93,-87.65,1
22482,11:00,Hazard,Weather,41.93,-87.64,7
22483,11:00,Hazard,Weather,41.94,-87.77,1
22484,11:00,Hazard,Weather,41.94,-87.75,1
22485,11:00,Hazard,Weather,41.94,-87.69,1
22486,11:00,Hazard,Weather,41.94,-87.65,6
22487,11:00,Hazard,Weather,41.94,-87.64,1
22488,11:00,Hazard,Weather,41.95,-87.74,1
22489,11:00,Hazard,Weather,41.95,-87.65,8
22490,11:00,Hazard,Weather,41.96,-87.74,1
22491,11:00,Hazard,Weather,41.96,-87.66,2
22492,11:00,Hazard,Weather,41.96,-87.65,5
22493,11:00,Hazard,Weather,41.97,-87.85,1
22494,11:00,Hazard,Weather,41.97,-87.8,1
22495,11:00,Hazard,Weather,41.97,-87.77,1
22496,11:00,Hazard,Weather,41.97,-87.74,1
22497,11:00,Hazard,Weather,41.97,-87.73,1
22498,11:00,Hazard,Weather,41.97,-87.67,1
22499,11:00,Hazard,Weather,41.97,-87.66,2
22500,11:00,Hazard,Weather,41.97,-87.65,4
22501,11:00,Hazard,Weather,41.98,-87.85,2
22502,11:00,Hazard,Weather,41.98,-87.81,1
22503,11:00,Hazard,Weather,41.98,-87.67,2
22504,11:00,Hazard,Weather,41.98,-87.66,5
22505,11:00,Hazard,Weather,41.99,-87.89,1
22506,11:00,Hazard,Weather,41.99,-87.79,1
22507,11:00,Hazard,Weather,41.99,-87.77,2
22508,11:00,Hazard,Weather,41.99,-87.71,2
22509,11:00,Hazard,Weather,41.99,-87.68,7
22510,11:00,Hazard,Weather,41.99,-87.66,2
22511,11:00,Hazard,Weather,42.0,-87.7,2
22512,11:00,Hazard,Weather,42.0,-87.68,1
22513,11:00,Hazard,Weather,42.01,-87.69,1
22514,11:00,Jam,Heavy Traffic,41.64,-87.58,1
22515,11:00,Jam,Heavy Traffic,41.65,-87.59,17
22516,11:00,Jam,Heavy Traffic,41.66,-87.6,15
22517,11:00,Jam,Heavy Traffic,41.66,-87.59,2
22518,11:00,Jam,Heavy Traffic,41.66,-87.56,1
22519,11:00,Jam,Heavy Traffic,41.67,-87.67,1
22520,11:00,Jam,Heavy Traffic,41.67,-87.61,11
22521,11:00,Jam,Heavy Traffic,41.67,-87.6,6
22522,11:00,Jam,Heavy Traffic,41.68,-87.61,28
22523,11:00,Jam,Heavy Traffic,41.68,-87.6,2
22524,11:00,Jam,Heavy Traffic,41.69,-87.69,1
22525,11:00,Jam,Heavy Traffic,41.69,-87.67,1
22526,11:00,Jam,Heavy Traffic,41.69,-87.66,4
22527,11:00,Jam,Heavy Traffic,41.69,-87.65,1
22528,11:00,Jam,Heavy Traffic,41.69,-87.6,61
22529,11:00,Jam,Heavy Traffic,41.7,-87.66,2
22530,11:00,Jam,Heavy Traffic,41.7,-87.6,57
22531,11:00,Jam,Heavy Traffic,41.71,-87.66,1
22532,11:00,Jam,Heavy Traffic,41.71,-87.65,3
22533,11:00,Jam,Heavy Traffic,41.71,-87.64,6
22534,11:00,Jam,Heavy Traffic,41.71,-87.63,89
22535,11:00,Jam,Heavy Traffic,41.71,-87.62,17
22536,11:00,Jam,Heavy Traffic,41.71,-87.61,55
22537,11:00,Jam,Heavy Traffic,41.71,-87.6,40
22538,11:00,Jam,Heavy Traffic,41.71,-87.59,20
22539,11:00,Jam,Heavy Traffic,41.72,-87.63,94
22540,11:00,Jam,Heavy Traffic,41.72,-87.61,1
22541,11:00,Jam,Heavy Traffic,41.72,-87.59,4
22542,11:00,Jam,Heavy Traffic,41.73,-87.64,1
22543,11:00,Jam,Heavy Traffic,41.73,-87.63,64
22544,11:00,Jam,Heavy Traffic,41.73,-87.57,1
22545,11:00,Jam,Heavy Traffic,41.74,-87.63,55
22546,11:00,Jam,Heavy Traffic,41.75,-87.69,1
22547,11:00,Jam,Heavy Traffic,41.75,-87.63,41
22548,11:00,Jam,Heavy Traffic,41.75,-87.59,1
22549,11:00,Jam,Heavy Traffic,41.76,-87.69,1
22550,11:00,Jam,Heavy Traffic,41.76,-87.63,24
22551,11:00,Jam,Heavy Traffic,41.77,-87.75,1
22552,11:00,Jam,Heavy Traffic,41.77,-87.73,2
22553,11:00,Jam,Heavy Traffic,41.77,-87.71,1
22554,11:00,Jam,Heavy Traffic,41.77,-87.69,5
22555,11:00,Jam,Heavy Traffic,41.77,-87.64,2
22556,11:00,Jam,Heavy Traffic,41.77,-87.63,18
22557,11:00,Jam,Heavy Traffic,41.77,-87.58,2
22558,11:00,Jam,Heavy Traffic,41.77,-87.57,2
22559,11:00,Jam,Heavy Traffic,41.78,-87.81,3
22560,11:00,Jam,Heavy Traffic,41.78,-87.75,8
22561,11:00,Jam,Heavy Traffic,41.78,-87.74,1
22562,11:00,Jam,Heavy Traffic,41.78,-87.73,1
22563,11:00,Jam,Heavy Traffic,41.78,-87.72,1
22564,11:00,Jam,Heavy Traffic,41.78,-87.69,1
22565,11:00,Jam,Heavy Traffic,41.78,-87.66,1
22566,11:00,Jam,Heavy Traffic,41.78,-87.64,15
22567,11:00,Jam,Heavy Traffic,41.79,-87.8,2
22568,11:00,Jam,Heavy Traffic,41.79,-87.79,1
22569,11:00,Jam,Heavy Traffic,41.79,-87.78,1
22570,11:00,Jam,Heavy Traffic,41.79,-87.77,11
22571,11:00,Jam,Heavy Traffic,41.79,-87.75,13
22572,11:00,Jam,Heavy Traffic,41.79,-87.74,1
22573,11:00,Jam,Heavy Traffic,41.79,-87.73,3
22574,11:00,Jam,Heavy Traffic,41.79,-87.69,1
22575,11:00,Jam,Heavy Traffic,41.79,-87.64,36
22576,11:00,Jam,Heavy Traffic,41.79,-87.63,1
22577,11:00,Jam,Heavy Traffic,41.79,-87.59,1
22578,11:00,Jam,Heavy Traffic,41.79,-87.58,1
22579,11:00,Jam,Heavy Traffic,41.8,-87.8,4
22580,11:00,Jam,Heavy Traffic,41.8,-87.75,12
22581,11:00,Jam,Heavy Traffic,41.8,-87.73,1
22582,11:00,Jam,Heavy Traffic,41.8,-87.71,1
22583,11:00,Jam,Heavy Traffic,41.8,-87.69,1
22584,11:00,Jam,Heavy Traffic,41.8,-87.64,68
22585,11:00,Jam,Heavy Traffic,41.8,-87.59,1
22586,11:00,Jam,Heavy Traffic,41.81,-87.77,3
22587,11:00,Jam,Heavy Traffic,41.81,-87.76,12
22588,11:00,Jam,Heavy Traffic,41.81,-87.75,113
22589,11:00,Jam,Heavy Traffic,41.81,-87.74,47
22590,11:00,Jam,Heavy Traffic,41.81,-87.73,10
22591,11:00,Jam,Heavy Traffic,41.81,-87.69,4
22592,11:00,Jam,Heavy Traffic,41.81,-87.67,2
22593,11:00,Jam,Heavy Traffic,41.81,-87.64,47
22594,11:00,Jam,Heavy Traffic,41.81,-87.63,54
22595,11:00,Jam,Heavy Traffic,41.81,-87.59,1
22596,11:00,Jam,Heavy Traffic,41.82,-87.75,6
22597,11:00,Jam,Heavy Traffic,41.82,-87.74,21
22598,11:00,Jam,Heavy Traffic,41.82,-87.73,55
22599,11:00,Jam,Heavy Traffic,41.82,-87.72,21
22600,11:00,Jam,Heavy Traffic,41.82,-87.71,26
22601,11:00,Jam,Heavy Traffic,41.82,-87.69,3
22602,11:00,Jam,Heavy Traffic,41.82,-87.67,1
22603,11:00,Jam,Heavy Traffic,41.82,-87.64,74
22604,11:00,Jam,Heavy Traffic,41.82,-87.63,21
22605,11:00,Jam,Heavy Traffic,41.82,-87.61,1
22606,11:00,Jam,Heavy Traffic,41.83,-87.74,1
22607,11:00,Jam,Heavy Traffic,41.83,-87.71,6
22608,11:00,Jam,Heavy Traffic,41.83,-87.7,24
22609,11:00,Jam,Heavy Traffic,41.83,-87.69,17
22610,11:00,Jam,Heavy Traffic,41.83,-87.68,14
22611,11:00,Jam,Heavy Traffic,41.83,-87.67,46
22612,11:00,Jam,Heavy Traffic,41.83,-87.64,122
22613,11:00,Jam,Heavy Traffic,41.83,-87.61,2
22614,11:00,Jam,Heavy Traffic,41.84,-87.75,2
22615,11:00,Jam,Heavy Traffic,41.84,-87.74,7
22616,11:00,Jam,Heavy Traffic,41.84,-87.67,16
22617,11:00,Jam,Heavy Traffic,41.84,-87.66,42
22618,11:00,Jam,Heavy Traffic,41.84,-87.65,20
22619,11:00,Jam,Heavy Traffic,41.84,-87.64,54
22620,11:00,Jam,Heavy Traffic,41.84,-87.63,29
22621,11:00,Jam,Heavy Traffic,41.84,-87.62,6
22622,11:00,Jam,Heavy Traffic,41.85,-87.72,1
22623,11:00,Jam,Heavy Traffic,41.85,-87.71,1
22624,11:00,Jam,Heavy Traffic,41.85,-87.7,1
22625,11:00,Jam,Heavy Traffic,41.85,-87.67,4
22626,11:00,Jam,Heavy Traffic,41.85,-87.65,52
22627,11:00,Jam,Heavy Traffic,41.85,-87.64,3
22628,11:00,Jam,Heavy Traffic,41.85,-87.62,13
22629,11:00,Jam,Heavy Traffic,41.86,-87.77,13
22630,11:00,Jam,Heavy Traffic,41.86,-87.74,2
22631,11:00,Jam,Heavy Traffic,41.86,-87.71,1
22632,11:00,Jam,Heavy Traffic,41.86,-87.7,2
22633,11:00,Jam,Heavy Traffic,41.86,-87.69,2
22634,11:00,Jam,Heavy Traffic,41.86,-87.67,3
22635,11:00,Jam,Heavy Traffic,41.86,-87.65,29
22636,11:00,Jam,Heavy Traffic,41.86,-87.64,3
22637,11:00,Jam,Heavy Traffic,41.86,-87.63,2
22638,11:00,Jam,Heavy Traffic,41.86,-87.62,6
22639,11:00,Jam,Heavy Traffic,41.87,-87.79,1
22640,11:00,Jam,Heavy Traffic,41.87,-87.78,68
22641,11:00,Jam,Heavy Traffic,41.87,-87.77,188
22642,11:00,Jam,Heavy Traffic,41.87,-87.76,67
22643,11:00,Jam,Heavy Traffic,41.87,-87.75,35
22644,11:00,Jam,Heavy Traffic,41.87,-87.74,56
22645,11:00,Jam,Heavy Traffic,41.87,-87.73,33
22646,11:00,Jam,Heavy Traffic,41.87,-87.72,26
22647,11:00,Jam,Heavy Traffic,41.87,-87.71,14
22648,11:00,Jam,Heavy Traffic,41.87,-87.7,8
22649,11:00,Jam,Heavy Traffic,41.87,-87.69,1
22650,11:00,Jam,Heavy Traffic,41.87,-87.68,5
22651,11:00,Jam,Heavy Traffic,41.87,-87.67,16
22652,11:00,Jam,Heavy Traffic,41.87,-87.66,5
22653,11:00,Jam,Heavy Traffic,41.87,-87.65,33
22654,11:00,Jam,Heavy Traffic,41.87,-87.62,11
22655,11:00,Jam,Heavy Traffic,41.88,-87.78,1
22656,11:00,Jam,Heavy Traffic,41.88,-87.77,1
22657,11:00,Jam,Heavy Traffic,41.88,-87.69,1
22658,11:00,Jam,Heavy Traffic,41.88,-87.65,24
22659,11:00,Jam,Heavy Traffic,41.88,-87.64,1
22660,11:00,Jam,Heavy Traffic,41.88,-87.62,2
22661,11:00,Jam,Heavy Traffic,41.89,-87.77,2
22662,11:00,Jam,Heavy Traffic,41.89,-87.76,1
22663,11:00,Jam,Heavy Traffic,41.89,-87.75,2
22664,11:00,Jam,Heavy Traffic,41.89,-87.73,1
22665,11:00,Jam,Heavy Traffic,41.89,-87.7,3
22666,11:00,Jam,Heavy Traffic,41.89,-87.69,1
22667,11:00,Jam,Heavy Traffic,41.89,-87.67,5
22668,11:00,Jam,Heavy Traffic,41.89,-87.66,34
22669,11:00,Jam,Heavy Traffic,41.89,-87.65,9
22670,11:00,Jam,Heavy Traffic,41.89,-87.64,7
22671,11:00,Jam,Heavy Traffic,41.89,-87.63,4
22672,11:00,Jam,Heavy Traffic,41.89,-87.62,2
22673,11:00,Jam,Heavy Traffic,41.9,-87.79,17
22674,11:00,Jam,Heavy Traffic,41.9,-87.78,6
22675,11:00,Jam,Heavy Traffic,41.9,-87.77,14
22676,11:00,Jam,Heavy Traffic,41.9,-87.76,6
22677,11:00,Jam,Heavy Traffic,41.9,-87.75,6
22678,11:00,Jam,Heavy Traffic,41.9,-87.74,2
22679,11:00,Jam,Heavy Traffic,41.9,-87.73,3
22680,11:00,Jam,Heavy Traffic,41.9,-87.72,5
22681,11:00,Jam,Heavy Traffic,41.9,-87.71,1
22682,11:00,Jam,Heavy Traffic,41.9,-87.69,2
22683,11:00,Jam,Heavy Traffic,41.9,-87.68,1
22684,11:00,Jam,Heavy Traffic,41.9,-87.67,79
22685,11:00,Jam,Heavy Traffic,41.9,-87.63,7
22686,11:00,Jam,Heavy Traffic,41.9,-87.62,3
22687,11:00,Jam,Heavy Traffic,41.91,-87.8,1
22688,11:00,Jam,Heavy Traffic,41.91,-87.76,2
22689,11:00,Jam,Heavy Traffic,41.91,-87.75,2
22690,11:00,Jam,Heavy Traffic,41.91,-87.74,3
22691,11:00,Jam,Heavy Traffic,41.91,-87.73,3
22692,11:00,Jam,Heavy Traffic,41.91,-87.69,2
22693,11:00,Jam,Heavy Traffic,41.91,-87.68,20
22694,11:00,Jam,Heavy Traffic,41.91,-87.67,33
22695,11:00,Jam,Heavy Traffic,41.91,-87.63,13
22696,11:00,Jam,Heavy Traffic,41.92,-87.81,5
22697,11:00,Jam,Heavy Traffic,41.92,-87.79,1
22698,11:00,Jam,Heavy Traffic,41.92,-87.78,1
22699,11:00,Jam,Heavy Traffic,41.92,-87.77,1
22700,11:00,Jam,Heavy Traffic,41.92,-87.74,1
22701,11:00,Jam,Heavy Traffic,41.92,-87.73,2
22702,11:00,Jam,Heavy Traffic,41.92,-87.72,4
22703,11:00,Jam,Heavy Traffic,41.92,-87.71,1
22704,11:00,Jam,Heavy Traffic,41.92,-87.7,28
22705,11:00,Jam,Heavy Traffic,41.92,-87.69,67
22706,11:00,Jam,Heavy Traffic,41.92,-87.68,21
22707,11:00,Jam,Heavy Traffic,41.92,-87.67,3
22708,11:00,Jam,Heavy Traffic,41.92,-87.64,7
22709,11:00,Jam,Heavy Traffic,41.92,-87.63,1
22710,11:00,Jam,Heavy Traffic,41.93,-87.82,1
22711,11:00,Jam,Heavy Traffic,41.93,-87.79,2
22712,11:00,Jam,Heavy Traffic,41.93,-87.76,4
22713,11:00,Jam,Heavy Traffic,41.93,-87.75,3
22714,11:00,Jam,Heavy Traffic,41.93,-87.74,1
22715,11:00,Jam,Heavy Traffic,41.93,-87.73,10
22716,11:00,Jam,Heavy Traffic,41.93,-87.72,16
22717,11:00,Jam,Heavy Traffic,41.93,-87.71,85
22718,11:00,Jam,Heavy Traffic,41.93,-87.7,58
22719,11:00,Jam,Heavy Traffic,41.93,-87.69,2
22720,11:00,Jam,Heavy Traffic,41.93,-87.67,1
22721,11:00,Jam,Heavy Traffic,41.93,-87.64,14
22722,11:00,Jam,Heavy Traffic,41.94,-87.84,4
22723,11:00,Jam,Heavy Traffic,41.94,-87.81,2
22724,11:00,Jam,Heavy Traffic,41.94,-87.78,1
22725,11:00,Jam,Heavy Traffic,41.94,-87.76,5
22726,11:00,Jam,Heavy Traffic,41.94,-87.75,10
22727,11:00,Jam,Heavy Traffic,41.94,-87.74,6
22728,11:00,Jam,Heavy Traffic,41.94,-87.73,64
22729,11:00,Jam,Heavy Traffic,41.94,-87.72,138
22730,11:00,Jam,Heavy Traffic,41.94,-87.71,10
22731,11:00,Jam,Heavy Traffic,41.94,-87.69,2
22732,11:00,Jam,Heavy Traffic,41.94,-87.65,5
22733,11:00,Jam,Heavy Traffic,41.94,-87.64,7
22734,11:00,Jam,Heavy Traffic,41.95,-87.9,1
22735,11:00,Jam,Heavy Traffic,41.95,-87.89,3
22736,11:00,Jam,Heavy Traffic,41.95,-87.79,1
22737,11:00,Jam,Heavy Traffic,41.95,-87.77,2
22738,11:00,Jam,Heavy Traffic,41.95,-87.76,12
22739,11:00,Jam,Heavy Traffic,41.95,-87.75,40
22740,11:00,Jam,Heavy Traffic,41.95,-87.74,113
22741,11:00,Jam,Heavy Traffic,41.95,-87.73,64
22742,11:00,Jam,Heavy Traffic,41.95,-87.72,2
22743,11:00,Jam,Heavy Traffic,41.95,-87.71,5
22744,11:00,Jam,Heavy Traffic,41.95,-87.7,2
22745,11:00,Jam,Heavy Traffic,41.95,-87.69,3
22746,11:00,Jam,Heavy Traffic,41.95,-87.68,1
22747,11:00,Jam,Heavy Traffic,41.95,-87.67,2
22748,11:00,Jam,Heavy Traffic,41.95,-87.66,1
22749,11:00,Jam,Heavy Traffic,41.95,-87.65,8
22750,11:00,Jam,Heavy Traffic,41.96,-87.78,1
22751,11:00,Jam,Heavy Traffic,41.96,-87.77,12
22752,11:00,Jam,Heavy Traffic,41.96,-87.76,137
22753,11:00,Jam,Heavy Traffic,41.96,-87.75,163
22754,11:00,Jam,Heavy Traffic,41.96,-87.74,16
22755,11:00,Jam,Heavy Traffic,41.96,-87.73,2
22756,11:00,Jam,Heavy Traffic,41.96,-87.72,1
22757,11:00,Jam,Heavy Traffic,41.96,-87.7,1
22758,11:00,Jam,Heavy Traffic,41.96,-87.69,3
22759,11:00,Jam,Heavy Traffic,41.96,-87.68,2
22760,11:00,Jam,Heavy Traffic,41.96,-87.66,1
22761,11:00,Jam,Heavy Traffic,41.97,-87.81,13
22762,11:00,Jam,Heavy Traffic,41.97,-87.79,9
22763,11:00,Jam,Heavy Traffic,41.97,-87.78,117
22764,11:00,Jam,Heavy Traffic,41.97,-87.77,120
